code|name|Group|Type|abu|air|besi|beta-karoten|energi|fosfor|kalium|kalsium|karbohidrat|karoten total|lemak|natrium|niasin|protein|retinol|riboflavin|seng|serat|tembaga|thiamin|vitamin c
CR034|Kacang gude kering|Grains and Legumes|Raw|3.2 g|10.5 g|6.9 mg|0 mcg|351|220 mg|0.0 mg|120 mg|72.9 g|0 mcg|1.2 g|1 mg|2.5 mg|12.2 g|0 mcg|0.13 mg|2.9 mg|29.5 g|1.40 mg|0.57 mg|0 mg
CR035|Kacang uci kering|Grains and Legumes|Raw|3.7 g|9.9 g|0.5 mg|20 mcg|358|264 mg|1457.7 mg|269 mg|60.6 g|0 mcg|2.4 g|13 mg|2.5 mg|23.4 g|0 mcg|0.20 mg|0 mg|7.4 g|0.35 mg|0.10 mg|2 mg
CR036|Kacang urei kering|Grains and Legumes|Raw|3.3 g|12.8 g|5.1 mg|0 mcg|354|220 mg|0.0 mg|220 mg|69.3 g|0 mcg|1.8 g|1 mg|3.5 mg|12.8 g|0 mcg|0.05 mg|3.1 mg|26.1 g|0.70 mg|0.55 mg|0 mg
CR037|Kacang kenari (Banda) kering|Grains and Legumes|Raw|3.2 g|13.0 g|1.4 mg|90 mcg|616|380 mg|460.0 mg|0 mg|13.7 g|0 mcg|56.2 g|11 mg|0.5 mg|13.9 g|0 mcg|0.08 mg|3.2 mg|0 g|1.10 mg|0.83 mg|0 mg
CR038|Kacang kenari kering|Grains and Legumes|Raw|3.0 g|3.0 g|7.7 mg|0 mcg|657|691 mg|505.8 mg|92 mg|13.0 g|0 mcg|66.0 g|3 mg|0.5 mg|15.0 g|0 mcg|0.09 mg|3.0 mg|0 g|0.97 mg|0.42 mg|0 mg
CR039|Polong koro segar|Grains and Legumes|Raw|1.1 g|74.3 g|13.1 mg|5 mcg|99|99 mg|567.0 mg|50 mg|21.2 g|0 mcg|0.1 g|15 mg|0.2 mg|3.3 g|0 mcg|0.03 mg|0.6 mg|10.3 g|0.20 mg|0.13 mg|0 mg
CR040|Koro andong kering|Grains and Legumes|Raw|3.0 g|10.8 g|6.2 mg|0 mcg|356|272 mg|301.8 mg|150 mg|61.6 g|0 mcg|4.1 g|18 mg|1.4 mg|20.5 g|0 mcg|0.02 mg|2.8 mg|7.0 g|0.73 mg|0.29 mg|1 mg
CR041|Biji koro benguk kering|Grains and Legumes|Raw|3.0 g|15.0 g|2.0 mg|0 mcg|332|200 mg|389.2 mg|30 mg|55.0 g|70 mcg|3.0 g|42 mg|1.7 mg|24.0 g|0 mcg|0.12 mg|8.7 mg|5.6 g|1.25 mg|0.30 mg|0 mg
CR042|Biji koro kerupuk segar|Grains and Legumes|Raw|1.7 g|67.2 g|2.7 mg|0 mcg|125|12 mg|150.3 mg|17 mg|22.1 g|80 mcg|0.7 g|16 mg|1.1 mg|8.3 g|0 mcg|0.04 mg|3.4 mg|2.2 g|0.48 mg|0.11 mg|31 mg
CR043|Biji koro loke segar|Grains and Legumes|Raw|0.6 g|88.6 g|2.0 mg|0 mcg|33|40 mg|38.6 mg|60 mg|7.9 g|40 mcg|0.2 g|2 mg|0.2 mg|2.7 g|0 mcg|0.00 mg|0.4 mg|3.5 g|0.09 mg|0.10 mg|0 mg
CR044|Koro roay kering|Grains and Legumes|Raw|3.0 g|13.0 g|4.4 mg|0 mcg|344|103 mg|294.3 mg|70 mg|69.4 g|28 mcg|2.1 g|18 mg|1.4 mg|12.5 g|0 mcg|0.21 mg|2.7 mg|7.5 g|0.72 mg|0.11 mg|1 mg
CR045|Biji koro wedus kering|Grains and Legumes|Raw|3.5 g|11.8 g|3.5 mg|0 mcg|338|395 mg|403.8 mg|88 mg|61.0 g|0 mcg|1.5 g|43 mg|1.8 mg|22.2 g|0 mcg|0.12 mg|9.1 mg|5.8 g|1.30 mg|0.62 mg|0 mg
CR046|Biji lamtoro muda segar|Grains and Legumes|Raw|1.2 g|77.4 g|2.7 mg|0 mcg|85|53 mg|485.7 mg|180 mg|15.4 g|423 mcg|0.3 g|35 mg|1.0 mg|5.7 g|0 mcg|1.15 mg|1.4 mg|10.8 g|0.02 mg|0.08 mg|15 mg
CR047|Biji lamtoro tua segar|Grains and Legumes|Raw|1.3 g|61.4 g|2.2 mg|0 mcg|148|59 mg|628.5 mg|155 mg|26.2 g|416 mcg|0.5 g|28 mg|2.8 mg|10.6 g|0 mcg|0.49 mg|2.4 mg|17.0 g|0.03 mg|0.23 mg|20 mg
CR048|Lamtoro varian gung tanpa kulit|Grains and Legumes|Raw|4.4 g|10.2 g|23.3 mg|0 mcg|367|441 mg|1462.3 mg|136 mg|32.5 g|18900 mcg|5.4 g|65 mg|1.0 mg|46.4 g|0 mcg|1.15 mg|5.6 mg|2.6 g|0.07 mg|0.06 mg|9 mg
CR049|Lamtoro varian lokal dengan kulit|Grains and Legumes|Raw|1.8 g|13.5 g|1.5 mg|0 mcg|336|321 mg|1858.9 mg|867 mg|59.7 g|321 mcg|1.2 g|134 mg|0.9 mg|23.8 g|0 mcg|1.34 mg|5.4 mg|15.4 g|0.07 mg|0.15 mg|16 mg
CR050|Biji nangka segar|Grains and Legumes|Raw|1.3 g|57.7 g|1.0 mg|0 mcg|165|200 mg|179.0 mg|33 mg|36.7 g|0 mcg|0.1 g|69 mg|1.4 mg|4.2 g|0 mcg|0.03 mg|0.2 mg|1.8 g|0.12 mg|0.20 mg|10 mg
CR051|Saga merah kupas mentah|Grains and Legumes|Raw|3.9 g|8.1 g|14.2 mg|0 mcg|449|161 mg|1496.5 mg|1062 mg|31.9 g|107 mcg|25.5 g|66 mg|10.9 mg|30.6 g|0 mcg|1.50 mg|5.7 mg|3.5 g|0.07 mg|0.09 mg|7 mg
CR052|Wijen mentah|Grains and Legumes|Raw|5.8 g|5.8 g|9.5 mg|15 mcg|568|614 mg|303.7 mg|1125 mg|18.1 g|0 mcg|51.1 g|18 mg|5.7 mg|19.3 g|0 mcg|0.20 mg|7.9 mg|3.6 g|4.16 mg|0.93 mg|0 mg
DP001|Bayam kukus|Vegetables|Processed/Products|1.6 g|90.7 g|5.7 mg|2699 mcg|30|35 mg|431.0 mg|239 mg|5.8 g|3750 mcg|0.7 g|15 mg|0.9 mg|1.3 g|0 mcg|0.10 mg|0.3 mg|1.2 g|0.10 mg|0.02 mg|32 mg
DP002|Bayam rebus|Vegetables|Processed/Products|1.0 g|93.5 g|0.5 mg|3282 mcg|23|35 mg|308.4 mg|150 mg|3.7 g|2864 mcg|0.6 g|16 mg|0.9 mg|1.2 g|0 mcg|0.10 mg|0.3 mg|1.1 g|0.20 mg|0.02 mg|19 mg
DP003|Buncis rebus|Vegetables|Processed/Products|0.6 g|90.6 g|0.5 mg|1 mcg|30|47 mg|138.9 mg|107 mg|6.4 g|402 mcg|0.2 g|7 mg|2.0 mg|2.2 g|0 mcg|0.29 mg|0.3 mg|1.5 g|0.10 mg|0.01 mg|8 mg
DP004|Daun kacang panjang rebus|Vegetables|Processed/Products|0.8 g|87.2 g|3.7 mg|2645 mcg|40|66 mg|419.5 mg|111 mg|8.0 g|5781 mcg|0.3 g|6 mg|0.9 mg|3.7 g|0 mcg|0.20 mg|0.3 mg|1.8 g|0.20 mg|0.15 mg|11 mg
DP005|Daun katuk rebus|Vegetables|Processed/Products|1.4 g|83.3 g|3.1 mg|11131 mcg|53|102 mg|291.3 mg|185 mg|9.1 g|9000 mcg|0.9 g|16 mg|2.2 mg|5.3 g|0 mcg|0.30 mg|1.3 mg|1.2 g|0.30 mg|0.00 mg|66 mg
DP006|Daun kelor rebus|Vegetables|Processed/Products|2.6 g|80.3 g|2.1 mg|3972 mcg|61|36 mg|181.2 mg|255 mg|10.0 g|6071 mcg|0.9 g|45 mg|4.0 mg|6.1 g|0 mcg|0.10 mg|0.6 mg|0.9 g|0.10 mg|0.10 mg|13 mg
DP007|Daun mengkudu kukus|Vegetables|Processed/Products|1.6 g|81.6 g|6.0 mg|2 mcg|63|43 mg|0 mg|300 mg|11.5 g|4900 mcg|1.5 g|0 mg|5.2 mg|3.8 g|0 mcg|0.10 mg|0 mg|2.4 g|0 mg|0.08 mg|11 mg
DP008|Daun singkong rebus|Vegetables|Processed/Products|0.4 g|90.5 g|2.6 mg|3897 mcg|31|50 mg|14.0 mg|160 mg|4.8 g|4150 mcg|0.6 g|13 mg|1.7 mg|3.7 g|0 mcg|0.10 mg|2.0 mg|1.6 g|0.10 mg|0.02 mg|34 mg
DP009|Daun talas rebus|Vegetables|Processed/Products|1.0 g|91.6 g|1.4 mg|4641 mcg|27|41 mg|519.4 mg|119 mg|5.9 g|2682 mcg|0.2 g|3 mg|1.9 mg|1.3 g|0 mcg|0.60 mg|0.5 mg|1.6 g|0.50 mg|0.00 mg|7 mg
DP010|Ubi jalar merah kukus|Vegetables|Processed/Products|1.1 g|82.5 g|4.3 mg|5277 mcg|56|52 mg|472.8 mg|78 mg|13.0 g|5397 mcg|0.3 g|28 mg|1.1 mg|3.1 g|0 mcg|0.20 mg|0.4 mg|1.5 g|0.10 mg|0.00 mg|14 mg
DP011|Kacang panjang kukus|Vegetables|Processed/Products|0.6 g|88.2 g|1.2 mg|131 mcg|39|91 mg|199.0 mg|100 mg|7.6 g|205 mcg|0.6 g|28 mg|0.3 mg|3.0 g|0 mcg|0.10 mg|0.5 mg|1.7 g|0.11 mg|0.02 mg|20 mg
DP012|Kacang panjang rebus|Vegetables|Processed/Products|0.6 g|90.9 g|0.8 mg|128 mcg|30|68 mg|114.5 mg|71 mg|5.8 g|162 mcg|0.4 g|24 mg|0.2 mg|2.3 g|0 mcg|0.07 mg|0.4 mg|1.4 g|0.10 mg|0.00 mg|15 mg
DP013|Kangkung kukus|Vegetables|Processed/Products|1.0 g|90.4 g|4.4 mg|2370 mcg|30|49 mg|184.9 mg|70 mg|4.7 g|5837 mcg|0.7 g|45 mg|1.4 mg|3.2 g|0 mcg|0.28 mg|0.3 mg|1.8 g|0.10 mg|0.03 mg|11 mg
DP014|Kangkung rebus|Vegetables|Processed/Products|0.8 g|93.0 g|3.5 mg|2370 mcg|22|51 mg|98.0 mg|50 mg|3.1 g|4325 mcg|0.6 g|31 mg|1.2 mg|2.5 g|0 mcg|0.22 mg|0.3 mg|1.2 g|0.10 mg|0.01 mg|13 mg
DP015|Pare putih kukus|Vegetables|Processed/Products|0.6 g|95.0 g|0.5 mg|187 mcg|16|33 mg|236.0 mg|16 mg|3.4 g|65 mcg|0.2 g|4 mg|0.3 mg|0.8 g|0 mcg|0.04 mg|0.7 mg|1.2 g|0.00 mg|0.15 mg|35 mg
DP016|Selada rebus|Vegetables|Processed/Products|0.7 g|93.5 g|1.4 mg|2499 mcg|19|74 mg|160.7 mg|83 mg|2.9 g|3700 mcg|0.2 g|24 mg|0.6 mg|2.7 g|0 mcg|0.20 mg|0.2 mg|0.7 g|0.05 mg|0.08 mg|27 mg
DP017|Tauge goreng|Vegetables|Processed/Products|1.5 g|79.2 g|5.7 mg|0 mcg|88|50 mg|0 mg|168 mg|14.0 g|613 mcg|2.1 g|0 mg|0 mg|3.2 g|2 mcg|0 mg|0 mg|0.7 g|0 mg|0.05 mg|0 mg
DP018|Tauge seduh|Vegetables|Processed/Products|0.3 g|91.9 g|0.5 mg|46 mcg|28|73 mg|58.3 mg|52 mg|4.0 g|18 mcg|0.8 g|18 mg|0.9 mg|3.0 g|0 mcg|0.00 mg|0.4 mg|1.0 g|0.19 mg|0.10 mg|2 mg
DP019|Terong panjang kukus|Vegetables|Processed/Products|0.5 g|92.7 g|0.5 mg|99 mcg|23|13 mg|57.0 mg|40 mg|4.9 g|20 mcg|0.1 g|9 mg|0.7 mg|1.8 g|0 mcg|0.07 mg|0.2 mg|0.4 g|67.10 mg|0.00 mg|1 mg
DP020|Wortel rebus|Vegetables|Processed/Products|0.4 g|92.1 g|0.6 mg|3824 mcg|28|28 mg|117.3 mg|46 mg|6.3 g|5396 mcg|0.5 g|41 mg|0.7 mg|0.7 g|0 mcg|0.03 mg|0.2 mg|0.8 g|0.10 mg|0.01 mg|12 mg
DP021|Wortel kukus|Vegetables|Processed/Products|0.6 g|89.5 g|0.6 mg|3994 mcg|37|30 mg|122.5 mg|44 mg|8.3 g|7150 mcg|0.6 g|43 mg|0.8 mg|1.0 g|0 mcg|0.03 mg|0.3 mg|1.1 g|0.11 mg|0.02 mg|14 mg
DP022|Asinan bogor|Vegetables|Processed/Products|0.7 g|78.0 g|1.2 mg|0 mcg|98|17 mg|0 mg|314 mg|14.8 g|146 mcg|2.6 g|483 mg|0 mg|3.9 g|10 mcg|0 mg|0 mg|0.5 g|0 mg|0.28 mg|5 mg
DP023|Sayur anyang|Vegetables|Processed/Products|1.5 g|76.9 g|2.9 mg|3263 mcg|126|1 mg|181.0 mg|180 mg|10.3 g|0 mcg|7.9 g|290 mg|0 mg|3.4 g|0 mcg|0 mg|1.2 mg|5.4 g|0.30 mg|0.20 mg|0 mg
DP024|Sayur ares|Vegetables|Processed/Products|3.0 g|77.7 g|1.5 mg|6 mcg|113|5 mg|1030.0 mg|63 mg|11.2 g|0 mcg|7.2 g|1413 mg|0.5 mg|0.9 g|0 mcg|0 mg|3.8 mg|4.7 g|0.70 mg|0.10 mg|0 mg
DP025|Arwan sisir|Vegetables|Processed/Products|2.9 g|59.0 g|2.4 mg|1578 mcg|277|40 mg|320.0 mg|120 mg|10.7 g|0 mcg|25.0 g|240 mg|0.0 mg|2.4 g|0 mcg|0.20 mg|0.9 mg|4.6 g|0.20 mg|0.10 mg|11 mg
DP026|Beberuk|Vegetables|Processed/Products|1.1 g|89.1 g|8.3 mg|44 mcg|65|72 mg|427.0 mg|179 mg|3.5 g|0 mcg|5.2 g|53 mg|4.4 mg|1.1 g|0 mcg|0 mg|0.2 mg|3.1 g|0.40 mg|0.30 mg|0 mg
DP027|Botok lamtoro|Vegetables|Processed/Products|2.2 g|63.9 g|26.0 mg|0 mcg|186|322 mg|0 mg|771 mg|13.0 g|179 mcg|9.7 g|0 mg|0 mg|11.7 g|18 mcg|0 mg|0 mg|2.1 g|0 mg|0.27 mg|2 mg
DP028|Botok talas|Vegetables|Processed/Products|3.0 g|74.5 g|14.5 mg|0 mcg|141|121 mg|0 mg|149 mg|8.0 g|8610 mcg|10.2 g|0 mg|0 mg|4.4 g|13 mcg|0 mg|0 mg|1.8 g|0 mg|0.25 mg|1 mg
DP029|Cammetutu|Vegetables|Processed/Products|2.5 g|79.6 g|0.5 mg|1123 mcg|102|93 mg|518.0 mg|41 mg|8.7 g|0 mcg|6.0 g|443 mg|0.4 mg|3.2 g|0 mcg|0.40 mg|0.7 mg|4.3 g|0.30 mg|0.30 mg|19 mg
DP030|Capcai sayur|Vegetables|Processed/Products|1.0 g|82.7 g|1.8 mg|0 mcg|97|89 mg|0 mg|287 mg|4.2 g|1640 mcg|6.3 g|405 mg|0 mg|5.8 g|45 mcg|0 mg|0 mg|0.6 g|0 mg|0.21 mg|1 mg
DP031|Gado-gado|Vegetables|Processed/Products|1.5 g|68.5 g|7.5 mg|0 mcg|137|135 mg|0 mg|301 mg|21.0 g|5929 mcg|3.2 g|0 mg|0 mg|6.1 g|3 mcg|0 mg|0 mg|1.1 g|0 mg|0.10 mg|1 mg
DP032|Sayur gudeg|Vegetables|Processed/Products|2.1 g|69.2 g|12.8 mg|0 mcg|160|55 mg|0 mg|62 mg|16.0 g|166 mcg|9.2 g|0 mg|0 mg|3.3 g|0 mcg|0 mg|0 mg|2.3 g|0 mg|0.15 mg|0 mg
DP033|Gulai pakis|Vegetables|Processed/Products|2.6 g|76.1 g|1.7 mg|0 mcg|143|124 mg|0 mg|548 mg|6.0 g|9802 mcg|11.4 g|0 mg|0 mg|4.0 g|11 mcg|0 mg|0 mg|1.4 g|0 mg|0.35 mg|1 mg
DP034|Gulai pliek|Vegetables|Processed/Products|2.7 g|71.9 g|1.4 mg|0 mcg|176|54 mg|285.0 mg|39 mg|3.2 g|0 mcg|14.9 g|257 mg|0 mg|7.3 g|0 mcg|0 mg|0.6 mg|0 g|0.30 mg|0 mg|0 mg
DP035|Kadada katembe|Vegetables|Processed/Products|1.5 g|80.0 g|0.0 mg|46 mcg|110|77 mg|131.0 mg|26 mg|7.1 g|0 mcg|6.9 g|178 mg|3.7 mg|4.5 g|0 mcg|0 mg|0.7 mg|3.9 g|0.20 mg|0.10 mg|23 mg
DP036|Sayur kaparende|Vegetables|Processed/Products|1.3 g|91.7 g|0.0 mg|40 mcg|38|68 mg|43.0 mg|126 mg|2.6 g|0 mcg|2.0 g|170 mg|3.7 mg|2.4 g|0 mcg|0 mg|0.3 mg|1.5 g|0.00 mg|0.10 mg|22 mg
DP037|Karedok|Vegetables|Processed/Products|1.4 g|79.0 g|2.4 mg|0 mcg|92|85 mg|0 mg|174 mg|14.1 g|1 mcg|3.3 g|0 mg|0 mg|2.2 g|0 mcg|0 mg|0 mg|1.4 g|0 mg|0.08 mg|3 mg
DP038|Keripik bayam|Vegetables|Processed/Products|1.9 g|2.3 g|3.6 mg|0 mcg|586|117 mg|0 mg|236 mg|50.2 g|4544 mcg|40.6 g|0 mg|0 mg|4.9 g|0 mcg|0 mg|0 mg|0.5 g|0 mg|0.16 mg|0 mg
DP039|Kotiu hinela tawang nggole|Vegetables|Processed/Products|1.9 g|88.4 g|0.0 mg|75 mcg|46|44 mg|103.0 mg|64 mg|6.0 g|0 mcg|1.5 g|316 mg|9.7 mg|2.2 g|0 mcg|0 mg|0.8 mg|3.8 g|1.60 mg|0.30 mg|7 mg
DP040|Lema/ Rebung asam|Vegetables|Processed/Products|0.4 g|96.3 g|2.9 mg|0 mcg|15|230 mg|156.0 mg|17 mg|1.9 g|0 mcg|0.4 g|3 mg|0 mg|1.0 g|0 mcg|0.00 mg|0.7 mg|0 g|0.10 mg|0.30 mg|0 mg
DP041|Lilin bungkus gedi|Vegetables|Processed/Products|1.9 g|84.8 g|0.9 mg|0 mcg|79|70 mg|50.0 mg|170 mg|5.8 g|0 mcg|5.2 g|170 mg|0.0 mg|2.3 g|0 mcg|0.10 mg|0.8 mg|2.5 g|0.20 mg|0.20 mg|18 mg
DP042|Olah-olah|Vegetables|Processed/Products|0.9 g|83.9 g|1.2 mg|36 mcg|9|3 mg|266.0 mg|26 mg|7.1 g|0 mcg|6.0 g|289 mg|0.4 mg|2.1 g|0 mcg|0.10 mg|0.6 mg|4.4 g|0.30 mg|0.20 mg|0 mg
DP043|Paku hinela wulelenggapaya|Vegetables|Processed/Products|3.1 g|83.4 g|0.0 mg|55 mcg|77|85 mg|37.0 mg|63 mg|5.4 g|0 mcg|4.6 g|469 mg|0.2 mg|3.5 g|0 mcg|0.10 mg|0.7 mg|3.6 g|0.30 mg|0.80 mg|4 mg
DP044|Pelecing kangkung|Vegetables|Processed/Products|0.9 g|83.8 g|2.1 mg|870 mcg|75|3 mg|381.0 mg|36 mg|10.0 g|0 mcg|2.8 g|408 mg|0.2 mg|2.5 g|0 mcg|0 mg|0.4 mg|5.4 g|0.10 mg|0.70 mg|12 mg
DP045|Purundawa|Vegetables|Processed/Products|2.6 g|91.8 g|0.0 mg|55 mcg|25|39 mg|201.0 mg|147 mg|3.6 g|0 mcg|0.5 g|239 mg|11.6 mg|1.5 g|0 mcg|0.10 mg|0.6 mg|1.7 g|0.10 mg|0.10 mg|2 mg
DP046|Rujak cingur|Vegetables|Processed/Products|1.4 g|70.1 g|4.4 mg|0 mcg|153|143 mg|0 mg|256 mg|8.0 g|2880 mcg|8.4 g|0 mg|0 mg|11.3 g|18 mcg|0 mg|0 mg|1.4 g|0 mg|0.16 mg|2 mg
DP047|Sayur asam|Vegetables|Processed/Products|0.8 g|93.2 g|3.1 mg|0 mcg|29|61 mg|0 mg|40 mg|5.0 g|2075 mcg|0.6 g|0 mg|0 mg|0.7 g|14 mcg|0 mg|0 mg|0.6 g|0 mg|0.10 mg|0 mg
DP048|Sayur bunga pepaya|Vegetables|Processed/Products|2.1 g|83.4 g|1.3 mg|372 mcg|49|220 mg|350.0 mg|220 mg|9.8 g|0 mcg|0.3 g|90 mg|0.0 mg|1.7 g|0 mcg|0.10 mg|0.1 mg|2.7 g|0.10 mg|0 mg|0 mg
DP049|Sayur garu|Vegetables|Processed/Products|2.1 g|70.8 g|0.9 mg|0 mcg|178|130 mg|120.0 mg|30 mg|10.6 g|0 mcg|13.9 g|20 mg|0 mg|2.6 g|0 mcg|0.10 mg|0.3 mg|8.4 g|0.10 mg|0.20 mg|9 mg
DP050|Sayur kohu-kohu|Vegetables|Processed/Products|2.1 g|72.8 g|0.2 mg|944 mcg|133|120 mg|50.0 mg|40 mg|11.2 g|0 mcg|6.6 g|20 mg|0 mg|7.3 g|0 mcg|0.20 mg|0.3 mg|1.2 g|0.10 mg|0.20 mg|9 mg
DP051|Sayur lilin terubuk|Vegetables|Processed/Products|1.4 g|90.4 g|0.1 mg|0 mcg|36|90 mg|44.0 mg|10 mg|4.8 g|0 mcg|0.7 g|30 mg|0 mg|2.7 g|0 mcg|0.20 mg|1.0 mg|1.4 g|0.20 mg|0.30 mg|18 mg
DP052|Sayur ndusuk|Vegetables|Processed/Products|3.1 g|87.5 g|0.5 mg|0 mcg|49|6 mg|88.0 mg|11 mg|3.6 g|0 mcg|2.5 g|1011 mg|0 mg|3.1 g|0 mcg|0.10 mg|0.2 mg|0 g|0 mg|0.20 mg|15 mg
DP053|Sup|Vegetables|Processed/Products|2.7 g|92.7 g|1.8 mg|0 mcg|27|57 mg|0 mg|168 mg|1.0 g|2569 mcg|2.0 g|0 mg|0 mg|1.3 g|20 mcg|0 mg|0 mg|0.3 g|0 mg|0.10 mg|0 mg
DP054|Sayur umbut kelapa|Vegetables|Processed/Products|1.3 g|85.5 g|3.2 mg|21 mcg|67|81 mg|108.0 mg|48 mg|5.1 g|0 mcg|2.9 g|313 mg|0 mg|5.2 g|0 mcg|0 mg|1.1 mg|1.4 g|0.20 mg|0.20 mg|5 mg
DP055|Sayur umbut rotan|Vegetables|Processed/Products|1.3 g|87.6 g|1.2 mg|18 mcg|57|135 mg|81.0 mg|184 mg|3.1 g|0 mcg|2.6 g|256 mg|0 mg|5.4 g|0 mcg|0 mg|0.9 mg|1.6 g|0.20 mg|0.20 mg|6 mg
DP056|Shabu-shabu|Vegetables|Processed/Products|0.9 g|87.1 g|2.9 mg|0 mcg|88|48 mg|0 mg|217 mg|0.8 g|2000 mcg|8.0 g|514 mg|0 mg|3.2 g|82 mcg|0 mg|0 mg|0.9 g|0 mg|0.20 mg|0 mg
DP057|Semur jengkol|Vegetables|Processed/Products|2.2 g|52.7 g|1.0 mg|0 mcg|212|99 mg|0 mg|77 mg|29.1 g|81 mcg|10.0 g|0 mg|0 mg|6.0 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.14 mg|4 mg
DP058|Tinira ninahu nggaluku|Vegetables|Processed/Products|1.5 g|91.8 g|0.0 mg|6 mcg|33|35 mg|119.0 mg|35 mg|4.1 g|0 mcg|1.3 g|161 mg|3.5 mg|1.2 g|0 mcg|0.00 mg|0.7 mg|3.1 g|0.20 mg|0.30 mg|10 mg
DP059|Tumis bayam santan|Vegetables|Processed/Products|0.6 g|91.2 g|0.8 mg|0 mcg|48|27 mg|0 mg|129 mg|2.6 g|2988 mcg|4.2 g|0 mg|0 mg|1.4 g|0 mcg|0 mg|0 mg|0.5 g|0 mg|0.01 mg|22 mg
DP060|Balamak labu|Vegetables|Processed/Products|1.0 g|89.4 g|0.5 mg|1241 mcg|45|25 mg|15.0 mg|25 mg|8.1 g|0 mcg|0.9 g|61 mg|0.1 mg|0.8 g|0 mcg|0.00 mg|0.2 mg|7.9 g|0 mg|0.20 mg|2 mg
DP061|Woku ubi|Vegetables|Processed/Products|1.1 g|73.0 g|2.8 mg|1519 mcg|143|91 mg|256.0 mg|195 mg|15.0 g|0 mcg|7.8 g|353 mg|0 mg|3.1 g|0 mcg|0 mg|1.0 mg|7.0 g|0.30 mg|0.10 mg|15 mg
DR001|Akar teratai segar|Vegetables|Raw|1.0 g|86.7 g|1.3 mg|83 mcg|45|125 mg|1147.1 mg|72 mg|10.8 g|90 mcg|0.4 g|96 mg|1.9 mg|1.1 g|0 mcg|0.03 mg|0.2 mg|1.2 g|0.02 mg|0.02 mg|2 mg
DR002|Tauge segar|Vegetables|Raw|0.7 g|90.6 g|2.0 mg|0 mcg|37|248 mg|105.0 mg|50 mg|3.8 g|35 mcg|0.5 g|2 mg|0.6 mg|4.4 g|0 mcg|0.09 mg|0.4 mg|1.7 g|0.16 mg|0.02 mg|46 mg
DR003|Andaliman segar|Vegetables|Raw|2.2 g|74.2 g|2.9 mg|0 mcg|99|107 mg|0 mg|383 mg|18.0 g|6300 mcg|1.0 g|0 mg|0 mg|4.6 g|0 mcg|0 mg|0 mg|8.5 g|0 mg|3.00 mg|15 mg
DR004|Andewi segar|Vegetables|Raw|1.1 g|91.8 g|1.0 mg|1717 mcg|226|66 mg|414.6 mg|33 mg|5.3 g|0 mcg|0.2 g|29 mg|0.5 mg|1.6 g|0 mcg|0.09 mg|1.0 mg|4.1 g|0.13 mg|0.14 mg|10 mg
DR005|Bawang daun segar|Vegetables|Raw|1.1 g|92.5 g|0.5 mg|1080 mcg|27|20 mg|340.0 mg|19 mg|4.2 g|0 mcg|0.2 g|37 mg|0.3 mg|2.0 g|0 mcg|0.10 mg|0.3 mg|3.8 g|0.20 mg|0.20 mg|42 mg
DR006|Beligo segar|Vegetables|Raw|0.3 g|96.1 g|0.4 mg|0 mcg|15|19 mg|131.1 mg|19 mg|3.0 g|0 mcg|0.2 g|2 mg|0.3 mg|0.4 g|0 mcg|0.02 mg|0.6 mg|0.4 g|0.02 mg|0.04 mg|13 mg
DR007|Bawang bombay segar|Vegetables|Raw|0.6 g|87.5 g|0.5 mg|788 mcg|43|44 mg|9.6 mg|32 mg|10.3 g|50 mcg|0.2 g|12 mg|0.4 mg|1.4 g|0 mcg|0.21 mg|0.3 mg|2.0 g|0.10 mg|0.03 mg|9 mg
DR008|Bayam segar|Vegetables|Raw|1.3 g|94.5 g|3.5 mg|2699 mcg|16|76 mg|456.4 mg|166 mg|2.9 g|2293 mcg|0.4 g|16 mg|1.0 mg|0.9 g|0 mcg|0.10 mg|0.4 mg|0.7 g|0.13 mg|0.04 mg|41 mg
DR009|Bayam merah segar|Vegetables|Raw|2.2 g|88.5 g|7.0 mg|7325 mcg|41|80 mg|60.0 mg|520 mg|6.3 g|0 mcg|0.8 g|20 mg|0.1 mg|2.2 g|0 mcg|0.10 mg|0.8 mg|2.2 g|0.20 mg|0.20 mg|62 mg
DR010|Bit segar|Vegetables|Raw|1.1 g|87.6 g|1.0 mg|0 mcg|41|43 mg|404.9 mg|27 mg|9.6 g|20 mcg|0.1 g|29 mg|0.3 mg|1.6 g|0 mcg|0.05 mg|0.7 mg|2.6 g|0.20 mg|0.02 mg|10 mg
DR011|Buah kelor|Vegetables|Raw|1.3 g|89.5 g|0.0 mg|31 mcg|38|54 mg|216.0 mg|30 mg|7.5 g|0 mcg|0.2 g|48 mg|4.1 mg|1.5 g|0 mcg|0.10 mg|0.2 mg|3.2 g|0.00 mg|0.10 mg|25 mg
DR012|Buah merah|Vegetables|Raw|0.4 g|81.2 g|1.1 mg|0 mcg|87|1 mg|140.0 mg|30 mg|13.1 g|0 mcg|2.7 g|110 mg|0.2 mg|2.6 g|0 mcg|0.10 mg|0.3 mg|4.0 g|0.10 mg|1.50 mg|15 mg
DR013|Buncis segar|Vegetables|Raw|0.5 g|89.6 g|0.7 mg|772 mcg|34|42 mg|250.0 mg|101 mg|7.2 g|550 mcg|0.3 g|8 mg|2.8 mg|2.4 g|0 mcg|0.40 mg|0.3 mg|1.9 g|0.07 mg|0.05 mg|11 mg
